timestamp,ear,yaw,pitch,roll,gaze_h,gaze_v,attention_score,label
11:34:36,0.4329,141.47,66.17,-41.30,0.4102,0.5784,34.3,DISTRACTED
11:34:36,0.4484,141.23,65.84,-40.99,0.3932,0.5636,32.7,DISTRACTED
11:34:36,0.4253,140.68,65.73,-42.10,0.3486,0.5447,25.0,DISTRACTED
11:34:36,0.4348,140.62,65.87,-42.85,0.3508,0.5236,25.0,DISTRACTED
11:34:36,0.4274,141.47,66.03,-41.41,0.3734,0.5775,25.0,DISTRACTED
11:34:37,0.4139,139.87,66.39,-42.93,0.3776,0.6489,25.0,DISTRACTED
11:34:37,0.4186,141.01,66.45,-42.96,0.3590,0.6783,25.0,DISTRACTED
11:34:37,0.4424,141.18,66.60,-41.55,0.3954,0.6844,25.0,DISTRACTED
11:34:37,0.4194,141.34,65.71,-41.27,0.3916,0.5977,25.6,DISTRACTED
11:34:37,0.4248,140.79,65.52,-42.66,0.4019,0.5476,37.6,DISTRACTED
11:34:37,0.4112,140.83,65.82,-42.67,0.3826,0.5802,26.9,DISTRACTED
11:34:37,0.4244,140.97,66.12,-41.91,0.4157,0.5665,38.2,DISTRACTED
11:34:37,0.4371,140.85,66.27,-41.48,0.4149,0.5556,40.0,DISTRACTED
11:34:37,0.4343,140.71,66.27,-41.94,0.3967,0.5466,36.2,DISTRACTED
11:34:37,0.4294,140.44,66.39,-42.71,0.3661,0.5299,28.5,DISTRACTED
11:34:37,0.4180,139.80,65.74,-43.65,0.3365,0.4437,25.0,DISTRACTED
11:34:37,0.4387,140.53,66.31,-42.88,0.3595,0.6434,25.0,DISTRACTED
11:34:37,0.4308,140.63,66.72,-42.06,0.4010,0.6266,25.0,DISTRACTED
11:34:37,0.4370,140.42,66.77,-41.94,0.4112,0.5911,31.7,DISTRACTED
11:34:37,0.4280,140.63,66.29,-42.13,0.4061,0.6057,27.1,DISTRACTED
11:34:37,0.4216,139.66,66.07,-43.18,0.3943,0.5241,37.8,DISTRACTED
11:34:37,0.4160,140.03,65.97,-44.15,0.3870,0.5761,28.8,DISTRACTED
11:34:37,0.4140,140.64,66.10,-42.96,0.4023,0.5394,38.8,DISTRACTED
11:34:37,0.4392,141.04,67.36,-42.04,0.3854,0.6797,25.0,DISTRACTED
11:34:37,0.4449,141.58,66.83,-42.10,0.4132,0.6531,25.0,DISTRACTED
11:34:37,0.4396,141.67,66.95,-41.40,0.4176,0.6579,25.0,DISTRACTED
11:34:37,0.4243,141.43,66.60,-41.95,0.4183,0.6398,25.0,DISTRACTED
11:34:37,0.4359,141.06,66.77,-42.20,0.3931,0.6140,25.0,DISTRACTED
11:34:37,0.4464,140.26,66.77,-43.37,0.3735,0.5504,28.8,DISTRACTED
11:34:37,0.4403,140.44,66.94,-42.83,0.3908,0.5686,31.1,DISTRACTED
11:34:37,0.4482,141.35,65.98,-41.61,0.4209,0.5318,45.3,DISTRACTED
11:34:37,0.4351,140.56,66.31,-43.20,0.3976,0.5178,39.3,DISTRACTED
11:34:37,0.4215,140.34,65.78,-43.56,0.4128,0.4706,43.1,DISTRACTED
11:34:37,0.4227,140.17,66.02,-43.06,0.3462,0.4481,25.0,DISTRACTED
11:34:37,0.4270,140.58,66.11,-42.30,0.3852,0.5494,32.4,DISTRACTED
11:34:37,0.4481,141.31,66.34,-41.43,0.3947,0.6013,25.6,DISTRACTED
11:34:37,0.4306,141.31,65.87,-42.06,0.4645,0.5561,51.5,DISTRACTED
11:34:37,0.4451,140.52,66.97,-42.37,0.4174,0.5900,33.3,DISTRACTED
11:34:37,0.4289,139.90,66.53,-43.98,0.4047,0.4841,41.6,DISTRACTED
11:34:37,0.4206,139.14,66.98,-45.28,0.3095,0.5305,25.0,DISTRACTED
11:34:37,0.4167,140.04,65.60,-43.59,0.3558,0.4173,25.0,DISTRACTED
11:34:37,0.4177,140.49,65.47,-43.23,0.3631,0.4067,25.0,DISTRACTED
11:34:37,0.4259,139.77,66.37,-44.24,0.3728,0.4233,25.0,DISTRACTED
11:34:37,0.4155,140.01,65.93,-43.83,0.3530,0.4104,25.0,DISTRACTED
11:34:38,0.4151,138.53,66.37,-45.14,0.3129,0.4231,25.0,DISTRACTED
11:34:38,0.4204,138.88,65.57,-44.38,0.3520,0.4663,25.0,DISTRACTED
11:34:38,0.4445,138.89,66.22,-44.55,0.3602,0.4282,25.0,DISTRACTED
11:34:38,0.4551,139.49,66.41,-43.59,0.4020,0.3618,25.0,DISTRACTED
11:34:38,0.4497,139.91,66.25,-42.70,0.3621,0.3933,25.0,DISTRACTED
11:34:38,0.4287,139.42,65.56,-43.43,0.3681,0.4448,26.6,DISTRACTED
11:34:38,0.4346,139.03,65.73,-43.78,0.3809,0.3831,25.0,DISTRACTED
11:34:38,0.4326,138.97,66.86,-44.38,0.3185,0.4343,25.0,DISTRACTED
11:34:38,0.4427,139.12,66.64,-43.53,0.3465,0.4507,25.0,DISTRACTED
11:34:38,0.4373,138.90,66.64,-43.79,0.3469,0.5952,25.0,DISTRACTED
11:34:38,0.4257,139.75,66.45,-42.73,0.3626,0.6078,25.0,DISTRACTED
11:34:38,0.4400,139.55,67.41,-43.03,0.3629,0.6531,25.0,DISTRACTED
11:34:38,0.4613,139.38,68.23,-43.72,0.3599,0.6925,25.0,DISTRACTED
11:34:38,0.4630,139.76,68.17,-43.29,0.3683,0.6917,25.0,DISTRACTED
11:34:38,0.4609,140.39,67.98,-42.25,0.4133,0.6948,25.0,DISTRACTED
11:34:38,0.4576,140.87,67.02,-41.90,0.4205,0.6943,25.0,DISTRACTED
11:34:38,0.4537,140.48,66.87,-42.29,0.4080,0.6206,25.0,DISTRACTED
11:34:38,0.4507,140.87,66.80,-41.79,0.4115,0.5981,30.1,DISTRACTED
11:34:38,0.4443,140.46,66.45,-41.73,0.4484,0.5678,45.4,DISTRACTED
11:34:38,0.4490,140.73,66.77,-42.36,0.3704,0.6882,25.0,DISTRACTED
11:34:38,0.4485,140.59,67.10,-41.89,0.4217,0.6751,25.0,DISTRACTED
11:34:38,0.4507,140.43,66.99,-41.73,0.4273,0.6743,25.0,DISTRACTED
11:34:38,0.4432,139.68,67.50,-43.37,0.3914,0.5526,33.8,DISTRACTED
11:34:38,0.4414,140.31,67.74,-43.06,0.3666,0.6778,25.0,DISTRACTED
11:34:38,0.4562,139.77,67.73,-43.83,0.3644,0.6767,25.0,DISTRACTED
11:34:38,0.4447,139.46,67.68,-44.55,0.3442,0.6596,25.0,DISTRACTED
11:34:38,0.4437,138.40,66.60,-45.74,0.3514,0.5028,25.0,DISTRACTED
11:34:38,0.4375,138.85,66.88,-44.84,0.3502,0.6252,25.0,DISTRACTED
11:34:38,0.4360,138.96,66.72,-44.02,0.3386,0.5006,25.0,DISTRACTED
11:34:38,0.4347,139.36,66.65,-43.45,0.3440,0.5137,25.0,DISTRACTED
11:34:38,0.4275,139.60,66.63,-43.10,0.3643,0.5632,25.0,DISTRACTED
11:34:38,0.4349,140.16,66.71,-43.82,0.3941,0.5818,29.6,DISTRACTED
11:34:38,0.4449,140.28,66.96,-43.38,0.3901,0.6543,25.0,DISTRACTED
11:34:38,0.4488,140.73,66.65,-42.47,0.4120,0.6410,25.0,DISTRACTED
11:34:38,0.4371,141.05,66.28,-41.75,0.4413,0.5941,37.0,DISTRACTED
11:34:38,0.4349,141.19,65.77,-41.50,0.4678,0.5575,51.6,DISTRACTED
11:34:38,0.4504,140.79,66.30,-41.05,0.4612,0.4882,55.0,DISTRACTED
11:34:38,0.4490,140.68,65.83,-42.10,0.4549,0.5241,55.0,DISTRACTED
11:34:38,0.4661,140.92,66.55,-41.27,0.4540,0.5440,52.3,DISTRACTED
11:34:38,0.4498,140.23,66.30,-41.77,0.4577,0.4851,55.0,DISTRACTED
11:34:38,0.4533,140.97,65.96,-42.46,0.3923,0.6302,25.0,DISTRACTED
11:34:38,0.4345,141.15,66.83,-42.35,0.4394,0.6259,27.7,DISTRACTED
11:34:38,0.4825,140.81,67.09,-41.40,0.3807,0.6918,25.0,DISTRACTED
11:34:39,0.4545,141.40,66.20,-41.41,0.4373,0.5799,40.0,DISTRACTED
11:34:39,0.4613,140.68,66.72,-41.97,0.4430,0.5285,52.3,DISTRACTED
11:34:39,0.4615,141.25,66.24,-41.14,0.4478,0.5382,52.0,DISTRACTED
11:34:39,0.4583,141.67,66.41,-40.33,0.4729,0.4785,55.0,DISTRACTED
11:34:39,0.4537,141.56,66.07,-40.44,0.4756,0.5398,55.0,DISTRACTED
11:34:39,0.4612,140.33,66.77,-41.43,0.4634,0.4759,55.0,DISTRACTED
11:34:39,0.4501,140.42,66.40,-42.75,0.4121,0.5238,43.4,DISTRACTED
11:34:39,0.4480,141.20,66.77,-41.73,0.4322,0.6072,31.8,DISTRACTED
11:34:39,0.4487,141.07,66.67,-41.32,0.4529,0.5690,45.9,DISTRACTED
11:34:39,0.4511,140.26,67.04,-41.65,0.4304,0.5804,38.5,DISTRACTED
11:34:39,0.4413,141.09,66.73,-41.34,0.4413,0.5334,51.1,DISTRACTED
11:34:39,0.4434,141.79,66.79,-41.10,0.4373,0.6273,26.9,DISTRACTED
11:34:39,0.4462,141.92,66.66,-40.66,0.3907,0.6986,25.0,DISTRACTED
11:34:39,0.4396,139.83,67.33,-42.54,0.4182,0.6802,25.0,DISTRACTED
11:34:39,0.4213,139.30,67.05,-42.97,0.4088,0.6626,25.0,DISTRACTED
11:34:39,0.4333,139.13,66.95,-43.97,0.3580,0.6486,25.0,DISTRACTED
11:34:39,0.4266,139.30,66.73,-44.04,0.3606,0.6053,25.0,DISTRACTED
11:34:39,0.4313,140.08,66.07,-43.37,0.3926,0.5169,37.7,DISTRACTED
11:34:39,0.4446,139.58,66.69,-43.21,0.3934,0.6114,25.0,DISTRACTED
11:34:39,0.4355,139.96,66.30,-43.33,0.4037,0.5426,38.8,DISTRACTED
11:34:39,0.4479,140.01,66.55,-42.71,0.4256,0.5653,40.9,DISTRACTED
11:34:39,0.4404,140.28,65.99,-42.54,0.4351,0.5312,49.6,DISTRACTED
11:34:39,0.4448,140.58,66.55,-41.81,0.4389,0.5755,41.5,DISTRACTED
11:34:39,0.4454,139.36,66.66,-43.08,0.4092,0.5228,42.6,DISTRACTED
11:34:39,0.4407,139.39,65.98,-44.13,0.3669,0.5231,29.1,DISTRACTED
11:34:39,0.4460,139.20,65.98,-44.58,0.3545,0.5476,25.0,DISTRACTED
11:34:39,0.4348,139.16,66.88,-44.51,0.3580,0.6425,25.0,DISTRACTED
11:34:39,0.4220,139.98,66.03,-44.04,0.4149,0.4956,45.3,DISTRACTED
11:34:39,0.4367,139.82,66.31,-43.72,0.4147,0.5529,40.4,DISTRACTED
11:34:39,0.4570,139.72,66.62,-43.77,0.4414,0.4828,53.2,DISTRACTED
11:34:39,0.4695,138.60,66.95,-44.48,0.3623,0.4968,28.3,DISTRACTED
11:34:39,0.4451,139.30,65.96,-44.00,0.3547,0.5781,25.0,DISTRACTED
11:34:39,0.4443,139.42,65.97,-44.12,0.3468,0.5562,25.0,DISTRACTED
11:34:39,0.4438,139.44,65.55,-44.04,0.3728,0.4727,30.7,DISTRACTED
11:34:39,0.4220,139.44,65.26,-43.94,0.3690,0.4840,30.2,DISTRACTED
11:34:39,0.4328,138.68,65.30,-44.68,0.3647,0.4081,25.0,DISTRACTED
11:34:39,0.4330,138.91,65.35,-44.41,0.3757,0.4237,25.6,DISTRACTED
11:34:39,0.4446,138.86,65.33,-44.19,0.3601,0.4278,25.0,DISTRACTED
11:34:39,0.4443,139.30,65.89,-43.70,0.3546,0.4211,25.0,DISTRACTED
11:34:40,0.4479,139.17,65.48,-44.18,0.3644,0.4423,25.2,DISTRACTED
11:34:40,0.4496,138.85,65.63,-44.25,0.3806,0.3968,25.0,DISTRACTED
11:34:40,0.4320,139.07,65.36,-42.86,0.3505,0.4220,25.0,DISTRACTED
11:34:40,0.4557,138.66,65.32,-43.55,0.3597,0.4446,25.0,DISTRACTED
11:34:40,0.4483,138.98,65.32,-43.18,0.3864,0.5007,36.1,DISTRACTED
11:34:40,0.4509,139.15,65.28,-42.96,0.3977,0.4665,38.1,DISTRACTED
11:34:40,0.4382,138.55,65.61,-44.78,0.3784,0.5060,33.5,DISTRACTED
11:34:40,0.4307,138.06,65.46,-45.63,0.3481,0.4110,25.0,DISTRACTED
11:34:40,0.4443,137.67,66.48,-45.96,0.3479,0.4287,25.0,DISTRACTED
11:34:40,0.4486,138.27,66.32,-44.86,0.3618,0.4473,25.0,DISTRACTED
11:34:40,0.4475,139.36,65.28,-42.64,0.3789,0.5291,32.6,DISTRACTED
11:34:40,0.4346,139.44,64.72,-43.61,0.3730,0.4470,28.3,DISTRACTED
11:34:40,0.4396,139.31,65.16,-43.37,0.3764,0.4409,28.5,DISTRACTED
11:34:40,0.4356,139.19,64.74,-43.43,0.3714,0.4230,25.0,DISTRACTED
11:34:40,0.4431,139.47,65.27,-43.68,0.3670,0.4497,26.8,DISTRACTED
11:34:40,0.4503,139.43,65.09,-43.29,0.3430,0.4551,25.0,DISTRACTED
11:34:40,0.4186,138.80,64.79,-44.56,0.3943,0.3593,25.0,DISTRACTED
11:34:40,0.4185,138.75,65.12,-44.35,0.3604,0.4341,25.0,DISTRACTED
11:34:40,0.4333,138.56,65.41,-44.63,0.3613,0.3892,25.0,DISTRACTED
11:34:40,0.4411,138.11,66.01,-44.74,0.3236,0.5129,25.0,DISTRACTED
11:34:40,0.4420,138.74,65.89,-44.09,0.3502,0.4969,25.0,DISTRACTED
11:34:40,0.4340,138.26,65.85,-45.14,0.3340,0.4916,25.0,DISTRACTED
11:34:40,0.4322,139.08,65.87,-44.47,0.3553,0.4851,25.8,DISTRACTED
11:34:40,0.4210,138.22,65.82,-44.35,0.3986,0.3863,25.0,DISTRACTED
11:34:40,0.4147,138.65,65.16,-44.08,0.3674,0.4501,27.0,DISTRACTED
11:34:40,0.4213,138.45,65.09,-44.10,0.3638,0.4442,25.2,DISTRACTED
11:34:40,0.4211,138.00,65.23,-44.43,0.3568,0.4432,25.0,DISTRACTED
11:34:40,0.4330,139.47,65.38,-43.61,0.3586,0.4578,25.1,DISTRACTED
11:34:40,0.4283,138.89,65.08,-44.63,0.3406,0.4575,25.0,DISTRACTED
11:34:40,0.4230,138.84,65.61,-45.08,0.3597,0.4486,25.0,DISTRACTED
11:34:40,0.4244,137.83,65.67,-45.49,0.3655,0.4220,25.0,DISTRACTED
11:34:40,0.4419,138.95,66.17,-43.45,0.3844,0.5251,34.6,DISTRACTED
11:34:40,0.4551,139.15,65.36,-43.31,0.3352,0.5142,25.0,DISTRACTED
11:34:40,0.4443,138.45,65.22,-45.03,0.3525,0.4222,25.0,DISTRACTED
11:34:40,0.4093,139.26,64.66,-43.74,0.3796,0.4482,30.5,DISTRACTED
11:34:40,0.4321,139.06,65.26,-44.69,0.3716,0.4191,25.0,DISTRACTED
11:34:40,0.4401,138.72,65.32,-44.84,0.3516,0.4195,25.0,DISTRACTED
11:34:41,0.4386,138.67,65.37,-44.96,0.3491,0.4726,25.0,DISTRACTED
11:34:41,0.4248,138.13,65.73,-45.47,0.3760,0.4145,25.0,DISTRACTED
11:34:41,0.4386,138.23,66.07,-45.15,0.3571,0.4548,25.0,DISTRACTED
11:34:41,0.4393,138.86,66.11,-43.93,0.3553,0.5227,25.5,DISTRACTED
11:34:41,0.4529,139.41,64.90,-43.27,0.3393,0.3932,25.0,DISTRACTED
11:34:41,0.4141,139.71,64.90,-43.45,0.3676,0.4358,25.2,DISTRACTED
11:34:41,0.4262,139.90,65.00,-42.66,0.3276,0.4821,25.0,DISTRACTED
11:34:41,0.4327,139.21,65.22,-44.23,0.3283,0.4651,25.0,DISTRACTED
11:34:41,0.4444,139.23,65.07,-44.28,0.3330,0.4751,25.0,DISTRACTED
11:34:41,0.4399,139.72,65.37,-43.81,0.3582,0.5033,26.9,DISTRACTED
11:34:41,0.4522,139.92,65.92,-43.43,0.3634,0.4889,28.5,DISTRACTED
11:34:41,0.4563,140.44,65.93,-42.77,0.3906,0.4974,37.5,DISTRACTED
11:34:41,0.4476,138.91,65.34,-43.67,0.4157,0.4408,39.6,DISTRACTED
11:34:41,0.4226,138.66,65.15,-45.13,0.3218,0.5480,25.0,DISTRACTED
11:34:41,0.4250,139.02,64.57,-44.44,0.3555,0.4631,25.0,DISTRACTED
11:34:41,0.4200,139.11,64.32,-44.19,0.3599,0.4035,25.0,DISTRACTED
11:34:41,0.4453,138.26,65.05,-44.53,0.3549,0.4347,25.0,DISTRACTED
11:34:41,0.4392,139.31,65.54,-44.15,0.3769,0.4615,31.1,DISTRACTED
11:34:41,0.4299,139.28,65.16,-43.81,0.3233,0.3882,25.0,DISTRACTED
11:34:41,0.4373,139.12,65.42,-44.16,0.3399,0.4240,25.0,DISTRACTED
11:34:41,0.4163,138.80,64.79,-43.72,0.3688,0.4014,25.0,DISTRACTED
11:34:41,0.4154,138.72,65.19,-44.20,0.3515,0.4609,25.0,DISTRACTED
11:34:41,0.4158,138.55,65.23,-44.29,0.3482,0.4731,25.0,DISTRACTED
11:34:41,0.4170,138.51,65.26,-44.36,0.3525,0.4680,25.0,DISTRACTED
11:34:41,0.4124,138.64,65.30,-44.20,0.3559,0.4639,25.0,DISTRACTED
11:34:41,0.3684,140.01,65.71,-43.46,0.3268,0.5092,25.0,DISTRACTED
11:34:41,0.3882,139.79,65.85,-42.86,0.3309,0.5644,25.0,DISTRACTED
11:34:41,0.3822,140.34,66.09,-42.65,0.3255,0.5652,25.0,DISTRACTED
11:34:41,0.3588,140.72,65.77,-41.71,0.3488,0.4805,25.0,DISTRACTED
11:34:41,0.4120,139.56,66.32,-43.49,0.3692,0.5509,27.4,DISTRACTED
11:34:41,0.4247,139.08,65.45,-43.23,0.4082,0.5069,43.1,DISTRACTED
11:34:41,0.4117,139.15,65.55,-43.27,0.4039,0.4880,41.5,DISTRACTED
11:34:41,0.4209,139.32,65.68,-42.88,0.4150,0.5275,44.0,DISTRACTED
11:34:41,0.4352,139.17,66.57,-43.04,0.3876,0.6747,25.0,DISTRACTED
11:34:41,0.4149,138.64,65.96,-44.55,0.3734,0.5813,25.0,DISTRACTED
11:34:41,0.4184,138.21,65.71,-45.36,0.3603,0.4840,27.4,DISTRACTED
11:34:41,0.4103,138.14,65.33,-45.36,0.3718,0.3845,25.0,DISTRACTED
11:34:41,0.4280,138.66,65.57,-44.52,0.3651,0.4776,28.6,DISTRACTED
11:34:41,0.4186,138.86,65.59,-44.21,0.3606,0.5191,27.3,DISTRACTED
11:34:41,0.4166,138.52,65.55,-44.34,0.3856,0.3749,25.0,DISTRACTED
11:34:42,0.4407,138.98,65.57,-44.06,0.4009,0.4131,30.2,DISTRACTED
11:34:42,0.4443,138.56,65.55,-44.46,0.3969,0.3559,25.0,DISTRACTED
11:34:42,0.4421,138.41,66.14,-44.70,0.3843,0.4496,32.0,DISTRACTED
11:34:42,0.4480,138.68,66.27,-44.26,0.3782,0.4527,30.6,DISTRACTED
11:34:42,0.4456,139.84,65.63,-42.75,0.3645,0.4944,29.0,DISTRACTED
11:34:42,0.4368,138.86,65.93,-43.88,0.3229,0.5260,25.0,DISTRACTED
11:34:42,0.4171,138.14,65.14,-44.93,0.3432,0.4699,25.0,DISTRACTED
11:34:42,0.4254,137.82,65.10,-45.23,0.3794,0.3304,25.0,DISTRACTED
11:34:42,0.4193,137.78,65.18,-45.21,0.3962,0.3926,25.0,DISTRACTED
11:34:42,0.4191,138.03,64.97,-45.11,0.3721,0.4135,25.0,DISTRACTED
11:34:42,0.4317,137.92,65.67,-45.23,0.3311,0.4839,25.0,DISTRACTED
11:34:42,0.4281,138.77,65.27,-44.19,0.3604,0.4646,26.3,DISTRACTED
11:34:42,0.4372,138.72,65.54,-44.28,0.3706,0.4331,25.7,DISTRACTED
11:34:42,0.4432,138.80,65.32,-43.57,0.3610,0.3977,25.0,DISTRACTED
11:34:42,0.4318,138.68,65.61,-44.86,0.3794,0.3228,25.0,DISTRACTED
11:34:42,0.4373,138.87,65.47,-44.17,0.3849,0.4099,25.5,DISTRACTED
11:34:42,0.4332,138.64,65.50,-44.61,0.3306,0.3704,25.0,DISTRACTED
11:34:42,0.4312,138.91,65.21,-44.14,0.3559,0.3780,25.0,DISTRACTED
11:34:42,0.4279,138.81,65.14,-44.38,0.3442,0.3627,25.0,DISTRACTED
11:34:42,0.4291,139.03,64.62,-43.62,0.3436,0.3708,25.0,DISTRACTED
11:34:42,0.4269,138.69,64.69,-44.24,0.3419,0.3525,25.0,DISTRACTED
11:34:42,0.4280,139.06,64.54,-43.87,0.3769,0.3309,25.0,DISTRACTED
11:34:42,0.4455,137.73,65.31,-44.79,0.3035,0.3904,25.0,DISTRACTED
11:34:42,0.4280,137.84,64.71,-45.43,0.3403,0.4238,25.0,DISTRACTED
11:34:42,0.4072,138.14,64.59,-44.09,0.3438,0.4801,25.0,DISTRACTED
11:34:42,0.4229,138.56,64.62,-43.82,0.3661,0.4446,26.0,DISTRACTED
11:34:42,0.4125,138.31,64.65,-44.11,0.3617,0.3994,25.0,DISTRACTED
11:34:42,0.4157,138.22,64.99,-44.31,0.3503,0.4105,25.0,DISTRACTED
11:34:42,0.4294,139.37,65.44,-43.45,0.3715,0.4602,29.3,DISTRACTED
11:34:42,0.4395,139.75,65.55,-42.81,0.3496,0.4787,25.0,DISTRACTED
11:34:42,0.4103,139.39,65.66,-42.80,0.3072,0.4825,25.0,DISTRACTED
11:34:42,0.4421,138.54,66.12,-43.99,0.3553,0.4994,26.0,DISTRACTED
11:34:42,0.4334,138.05,66.85,-44.93,0.3140,0.5758,25.0,DISTRACTED
11:34:42,0.4157,138.28,66.35,-44.21,0.2756,0.5399,25.0,DISTRACTED
11:34:42,0.4167,138.69,66.29,-43.69,0.3213,0.5818,25.0,DISTRACTED
11:34:42,0.4109,138.50,66.33,-43.81,0.2777,0.5744,25.0,DISTRACTED
11:34:42,0.4130,138.79,66.08,-43.59,0.3080,0.5792,25.0,DISTRACTED
11:34:42,0.4400,138.72,65.85,-43.14,0.3274,0.5221,25.0,DISTRACTED
11:34:42,0.4330,139.24,65.37,-43.76,0.3798,0.5251,33.2,DISTRACTED
11:34:42,0.4317,138.49,65.56,-44.64,0.3593,0.4382,25.0,DISTRACTED
11:34:42,0.4368,138.90,65.72,-44.03,0.3314,0.3917,25.0,DISTRACTED
11:34:42,0.4614,138.56,65.49,-43.40,0.2865,0.4545,25.0,DISTRACTED
11:34:42,0.4290,138.18,65.70,-44.60,0.3183,0.5332,25.0,DISTRACTED
11:34:43,0.4364,138.49,65.38,-43.97,0.3336,0.4851,25.0,DISTRACTED
11:34:43,0.4427,138.79,65.42,-43.75,0.3480,0.4960,25.0,DISTRACTED
11:34:43,0.4358,139.01,65.40,-43.74,0.3472,0.4734,25.0,DISTRACTED
11:34:43,0.4527,138.77,66.05,-43.03,0.3456,0.4165,25.0,DISTRACTED
11:34:43,0.4353,138.54,65.79,-43.59,0.3662,0.4373,25.0,DISTRACTED
11:34:43,0.4311,138.54,66.53,-43.43,0.3432,0.4984,25.0,DISTRACTED
11:34:43,0.4378,138.98,66.33,-43.01,0.3920,0.5415,35.4,DISTRACTED
11:34:43,0.4553,139.55,66.46,-42.31,0.3575,0.5629,25.0,DISTRACTED
11:34:43,0.4649,138.61,66.85,-43.27,0.3610,0.5511,25.0,DISTRACTED
11:34:43,0.4280,139.10,66.07,-42.85,0.3902,0.5215,36.7,DISTRACTED
11:34:43,0.4667,139.15,66.91,-42.69,0.4238,0.5655,40.4,DISTRACTED
11:34:43,0.4693,138.99,66.87,-42.69,0.4269,0.5507,44.1,DISTRACTED
11:34:43,0.4563,138.55,66.87,-43.55,0.4097,0.5552,38.6,DISTRACTED
11:34:43,0.4337,138.50,66.08,-43.44,0.4272,0.5554,43.3,DISTRACTED
11:34:43,0.4491,138.48,67.22,-43.61,0.3788,0.6124,25.0,DISTRACTED
11:34:43,0.4775,137.69,67.47,-43.89,0.3728,0.5188,31.3,DISTRACTED
11:34:43,0.4554,136.68,67.11,-45.22,0.2805,0.5035,25.0,DISTRACTED
11:34:43,0.4519,138.13,66.01,-45.05,0.3668,0.4821,29.4,DISTRACTED
11:34:43,0.4836,136.64,67.13,-45.59,0.3423,0.4041,25.0,DISTRACTED
11:34:43,0.4680,136.46,67.33,-45.59,0.3601,0.4514,25.0,DISTRACTED
11:34:43,0.4755,136.36,67.12,-45.19,0.3674,0.3808,25.0,DISTRACTED
11:34:43,0.4356,138.16,65.27,-42.71,0.3656,0.4643,27.9,DISTRACTED
11:34:43,0.4394,137.81,65.98,-43.53,0.4093,0.4634,41.3,DISTRACTED
11:34:43,0.4420,137.15,65.98,-44.42,0.3594,0.3646,25.0,DISTRACTED
11:34:43,0.4654,136.39,66.09,-45.56,0.3468,0.3463,25.0,DISTRACTED
11:34:43,0.4736,137.32,66.48,-43.66,0.3923,0.3799,25.0,DISTRACTED
11:34:43,0.4416,137.01,66.25,-44.79,0.3511,0.4004,25.0,DISTRACTED
11:34:43,0.4543,137.41,66.35,-44.97,0.3622,0.4197,25.0,DISTRACTED
11:34:43,0.4581,137.42,65.98,-44.36,0.3473,0.4139,25.0,DISTRACTED
11:34:43,0.4479,137.46,66.17,-44.67,0.3593,0.3713,25.0,DISTRACTED
11:34:43,0.4487,137.63,66.08,-44.56,0.3647,0.3688,25.0,DISTRACTED
11:34:43,0.4737,137.83,65.97,-42.58,0.3511,0.4220,25.0,DISTRACTED
11:34:43,0.4332,136.78,66.16,-43.67,0.3560,0.4677,25.1,DISTRACTED
11:34:43,0.4509,136.84,65.94,-44.26,0.3786,0.3987,25.0,DISTRACTED
11:34:43,0.4497,136.57,67.43,-46.18,0.3378,0.6730,25.0,DISTRACTED
11:34:43,0.4520,136.40,66.32,-45.28,0.3428,0.3714,25.0,DISTRACTED
11:34:43,0.4611,136.84,66.35,-45.20,0.3681,0.3759,25.0,DISTRACTED
11:34:43,0.4651,136.07,66.62,-45.02,0.3542,0.4445,25.0,DISTRACTED
11:34:43,0.4717,136.50,65.90,-44.45,0.3668,0.3748,25.0,DISTRACTED
11:34:43,0.4643,136.71,66.13,-44.90,0.3462,0.4097,25.0,DISTRACTED
11:34:44,0.4453,137.80,66.53,-43.82,0.3576,0.5106,26.7,DISTRACTED
11:34:44,0.4592,137.70,66.05,-43.25,0.3330,0.3455,25.0,DISTRACTED
11:34:44,0.4532,135.63,66.58,-46.13,0.3109,0.4101,25.0,DISTRACTED
11:34:44,0.4546,136.11,65.98,-46.20,0.3725,0.4655,30.1,DISTRACTED
11:34:44,0.4517,136.19,65.45,-45.71,0.3525,0.3785,25.0,DISTRACTED
11:34:44,0.4471,136.98,66.66,-44.09,0.3946,0.4214,30.3,DISTRACTED
11:34:44,0.4615,136.70,66.40,-44.76,0.3635,0.3881,25.0,DISTRACTED
11:34:44,0.4675,136.52,65.96,-45.42,0.3805,0.3099,25.0,DISTRACTED
11:34:44,0.4656,135.94,66.19,-46.07,0.3834,0.3188,25.0,DISTRACTED
11:34:44,0.4553,137.24,66.28,-43.98,0.4267,0.4222,38.3,DISTRACTED
11:34:44,0.4376,136.28,66.09,-44.35,0.2884,0.4203,25.0,DISTRACTED
11:34:44,0.4392,136.97,66.01,-44.04,0.3645,0.4647,27.5,DISTRACTED
11:34:44,0.4471,137.42,65.58,-43.56,0.3678,0.4555,27.7,DISTRACTED
11:34:44,0.4311,137.40,65.44,-43.84,0.3549,0.4702,25.0,DISTRACTED
11:34:44,0.4329,137.44,65.24,-43.37,0.3622,0.4360,25.0,DISTRACTED
11:34:44,0.4177,136.93,65.16,-45.07,0.3504,0.3435,25.0,DISTRACTED
11:34:44,0.4342,137.17,65.85,-44.77,0.4067,0.3108,25.0,DISTRACTED
